words	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
engellenmemiş	0	0	0	0	0	0	0	0	0	0
engelleyen	0	0	0	0	0	1	0	1	0	0
engelli	0	0	0	1	0	1	0	1	0	0
engelsiz	0	0	0	0	0	0	0	0	0	0
engerek	1	0	1	1	0	1	0	1	0	0
engin	0	0	0	0	0	0	1	0	0	0
enginar	0	0	0	0	0	0	0	0	0	0
enine	0	0	0	0	0	0	0	0	0	0
enjeksiyon	0	0	0	1	0	0	0	0	0	0
enjekte etmek	0	0	0	0	0	0	0	0	0	0
enkaz	0	0	1	0	0	1	0	0	0	0
enlem	0	0	0	0	0	0	0	0	0	0
ense	0	0	0	0	0	0	0	0	0	0
ensest	1	0	1	1	0	1	0	1	0	0
ensest yapan	0	0	1	0	0	1	0	0	0	0
enstantane fotoğraf	0	0	0	0	0	0	0	0	0	0
enstitü	0	0	0	0	0	0	0	0	0	1
enstrüman	0	0	0	0	0	0	0	0	0	0
enstrümental	0	0	0	0	0	0	1	0	0	0
entellektüel	0	0	0	0	0	0	1	0	0	0
entomoloji	0	0	0	0	0	0	0	0	0	0
entrika	0	0	0	1	0	1	0	0	0	0
envanter	0	0	0	0	0	0	0	0	0	0
epidermis	0	0	0	0	0	0	0	0	0	0
epik	0	0	0	0	0	0	1	0	0	0
epilepsi	0	0	0	0	0	1	0	0	0	0
Erdem	0	0	0	0	0	0	1	0	0	1
erdem örneği	0	1	0	0	1	0	1	0	0	1
erdemli	0	0	0	0	1	0	1	0	0	1
ereksiyon	0	0	0	0	0	0	0	0	0	0
ergenlik	0	0	0	0	0	0	0	0	0	0
Erik	0	0	0	0	0	0	1	0	0	0
eril	0	0	0	0	0	0	1	0	0	0
erime	0	0	0	0	0	1	0	1	0	0
"erimek	 eritmek"	0	0	0	0	0	0	0	0	0	0
erimiş	0	0	0	0	0	0	0	0	0	0
erişilemez	0	0	0	0	0	1	0	0	0	0
erişim	0	0	0	0	0	0	0	0	0	0
eritmek	0	0	0	0	0	0	0	0	0	0
erkek	0	0	0	0	0	0	0	0	0	0
erkek arı	0	0	0	0	0	1	0	0	0	0
erkek geyik	0	0	0	0	0	0	0	0	0	0
erkek kardeş	0	0	0	0	0	0	1	0	0	1
erkek kedi	0	0	0	0	0	0	0	0	0	0
erkek ördek	0	0	0	0	0	0	0	0	0	0
erkek yeğen	0	0	0	0	0	0	0	0	0	0
erkekçe	0	0	0	0	0	0	1	0	0	0
erkeklere özel	0	0	0	0	0	0	0	0	0	0
erkeklik	0	0	0	0	0	0	1	0	0	0
erken	0	0	0	0	0	0	0	0	0	0
erken doğurmak	0	0	0	0	0	1	0	0	0	0
erken gelişmiş	0	0	0	0	0	0	0	0	0	0
eroin	0	0	0	0	0	1	0	0	0	0
erotik	0	1	0	0	1	1	1	0	1	1
erozyon	0	0	0	0	0	1	0	0	0	0
erteleme	0	0	0	0	0	0	0	0	0	0
ertelemek	0	0	0	0	0	0	0	0	0	0
ertelenen	0	0	0	0	0	0	0	0	0	0
ertelenmesi	0	0	0	0	0	0	0	0	0	0
eş	0	0	0	0	0	0	0	0	0	1
eş ağırlık	0	0	0	0	0	0	0	0	0	0
eşanlamlı	0	0	0	1	0	1	1	0	0	1
eşanlamlı sözcük	0	0	0	0	0	0	0	0	0	0
esaret	0	0	0	1	0	1	0	1	0	0
eşarp	0	0	0	0	0	0	0	0	0	0
esasen	0	0	0	0	0	0	0	0	0	0
esaslar	0	0	0	0	0	0	0	0	0	0
eşcinsel	0	0	0	0	0	0	0	0	0	0
eşcinsellik	0	0	0	0	0	1	0	0	0	0
eşdeğer	0	0	0	0	0	0	0	0	0	0
eşdizimlilik	0	0	0	0	0	0	0	0	0	0
eşek	0	0	0	0	0	1	0	0	0	0
eşek Şakası	0	0	0	0	0	1	0	0	1	0
eşekarısı	0	0	0	0	0	0	0	0	0	0
Eserleri	0	0	0	0	0	0	0	0	0	0
eşi görülmemiş	0	0	0	0	0	0	0	0	1	0
eşik	0	0	0	0	0	0	0	0	0	0
eşil	0	0	0	0	0	0	0	0	0	0
esin	0	0	0	0	0	0	0	0	0	0
esinti	0	0	0	0	0	0	0	0	0	0
esintili	0	0	0	0	0	0	0	0	0	0
esir	0	0	0	1	0	1	0	1	0	0
esir etmek	0	0	0	0	0	1	0	0	0	0
eşit	0	0	0	0	0	0	0	0	0	0
eşit uzaklıkta	0	0	0	0	0	0	0	0	0	0
eşitleme	0	0	0	0	0	0	0	0	0	0
eşitlemek	0	0	0	0	0	0	0	0	0	0
eşitlik	0	0	0	0	1	0	1	0	0	1
eşitsiz	1	0	1	1	0	1	0	1	0	0
eşitsizlik	1	0	1	0	0	1	0	1	0	0
eski	0	0	0	0	0	1	0	0	0	0
Eski durumuna getir	0	0	0	0	0	0	1	0	0	0
eski görevine verme	0	0	0	0	0	0	0	0	0	0
eski püskü	0	0	1	0	0	1	0	0	0	0
eski püskü giysiler	0	0	1	0	0	1	0	0	0	0
eskilik	0	0	0	0	0	0	0	0	0	0
eskime	0	0	0	0	0	0	0	0	0	0
eskimiş	0	0	0	0	0	1	0	0	0	0
Eskimo kulübesi	0	0	0	0	0	0	0	0	0	0
eşkıya	0	0	0	0	0	1	0	0	0	0
eskort	0	0	0	0	0	0	0	0	0	1
eşlenik	0	0	0	0	0	0	0	0	0	0
eşleşmeyen	0	0	0	0	0	0	0	0	0	0
eşleştirme	0	0	0	0	0	0	0	0	0	0
eşlik	0	1	0	0	1	0	1	0	0	1
Eşlik eden	0	0	0	0	0	0	0	0	0	0
eşlik etmek	0	0	0	0	0	0	0	0	0	0
esmer	0	0	0	0	0	0	0	0	0	0
esnaf	0	0	0	0	0	0	1	0	0	0
esnek	0	0	0	0	0	0	0	0	0	0
esneklik	0	0	0	0	0	0	1	0	0	0
esneme	0	0	0	0	0	1	0	0	0	0
esnemek	0	0	0	0	0	0	0	0	1	0
esprili	0	0	0	0	1	0	1	0	0	0
esrar	0	0	0	0	0	1	0	0	0	0
esrarengiz	0	0	0	1	0	1	0	0	0	0
esrarengiz biçimde	0	0	0	0	0	0	0	0	0	0
esrarlı	0	0	0	0	0	0	0	0	0	0
eşsiz	0	0	0	0	0	0	1	0	0	0
eşsizlik	0	0	0	0	0	0	0	0	0	0
estetik	0	0	0	0	0	0	1	0	0	0
estrojen	0	0	0	0	0	0	0	0	0	0
eşya	0	0	0	0	0	0	0	0	0	0
eşyalar	0	0	0	0	0	0	0	0	0	0
eşzamanlı	0	0	0	0	0	0	0	0	0	0
et	0	0	1	0	0	0	0	0	0	0
et suyu	0	0	0	0	0	0	0	0	0	0
etanol	0	0	0	0	0	0	0	0	0	0
etek	0	0	0	0	0	0	0	0	0	0
etek cebi	0	0	0	0	0	0	0	0	0	0
etekler	0	0	0	0	0	0	0	0	0	0
eter	0	0	0	0	0	0	0	0	0	0
etiket	0	0	0	0	0	0	0	0	0	1
etimoloji	0	0	0	0	0	0	0	0	0	0
etiyoloji	0	0	0	0	0	0	0	0	0	0
etki	0	0	0	0	0	0	1	0	0	0
etkilemek	0	0	0	0	0	0	1	0	0	0
etkilenmemiş	0	0	0	0	0	1	0	0	0	0
Etkileri	0	0	0	0	0	0	0	0	0	0
etkileşim	0	0	0	0	0	0	0	0	0	0
etkileyen	0	0	0	0	0	0	0	0	0	0
etkili	0	0	0	0	0	0	1	0	0	1
etkinleştirme	0	0	0	0	0	0	1	0	0	1
Etkinlik	0	0	0	0	0	0	0	0	0	0
etkisiz	0	0	0	0	0	0	0	0	0	0
etkisizleştirmek	0	0	0	0	0	0	0	0	0	0
etli	0	0	0	0	0	1	0	0	0	0
etnografya	0	0	0	0	0	0	0	0	0	0
etobur	0	0	0	1	0	1	0	0	0	0
etraf	0	0	0	0	0	0	0	0	0	0
etraflı	0	0	0	0	0	0	0	0	0	1
ev	0	0	0	0	0	0	0	0	0	0
ev halkı	0	0	0	0	0	0	1	0	0	0
ev hanımı	0	0	0	0	0	0	0	0	0	0
ev idaresi	0	0	0	0	0	0	1	0	0	0
ev ödevi	0	0	0	1	0	0	0	0	0	0
evcil	0	0	0	0	0	0	0	0	0	0
Evcil Hayvan	0	0	0	0	0	1	0	0	0	0
evcilleşmemiş	0	0	0	0	0	1	0	0	0	0
evcilleştirme	0	0	0	0	0	0	0	0	0	0
evet	0	0	0	0	0	0	1	0	0	0
evhamlı	0	0	1	1	0	1	0	0	0	0
evirmek	0	0	0	0	0	0	0	0	0	0
evlât	0	0	0	0	0	0	0	0	0	0
evlenmek	0	1	0	1	1	0	1	0	1	1
evlenmemiş	0	0	0	0	0	0	0	0	0	0
evli	0	0	0	0	0	0	0	0	0	0
evlilik	0	0	0	0	0	0	0	0	0	0
evre	0	0	0	0	0	0	0	0	0	0
Evren	0	0	0	0	0	0	0	0	0	0
evrensel	0	0	0	0	0	0	0	0	0	0
evrim	0	0	0	0	0	0	1	0	0	0
evsiz	1	1	1	1	0	1	0	1	0	0
excel	0	1	0	0	1	0	1	0	1	1
eyersiz	0	0	0	0	0	0	0	0	0	0
ezberden okuma	0	0	0	0	0	0	0	0	0	0
ezberden okumak	0	0	0	0	0	0	0	0	0	0
ezberlemek	0	0	0	0	0	0	0	0	0	0
ezici	0	0	0	0	0	0	1	0	0	0
ezik	0	0	0	0	0	0	0	1	0	0
ezilmiş	1	0	1	1	0	1	0	1	0	0
eziyet	0	0	0	0	0	0	0	0	0	0
eziyet etmek	0	0	0	1	0	1	0	1	0	0
ezme	0	0	0	0	0	0	0	0	0	0
ezmek	1	0	1	1	0	1	0	1	0	0
ezoterik	0	0	0	0	0	0	0	0	0	0
faal	0	0	0	0	0	0	0	0	0	0
fabrika	0	0	0	0	0	0	0	0	0	0
fabrikasyon	0	0	0	0	0	0	0	0	0	0
fagot	0	0	0	0	0	0	0	0	0	0
fahiş	0	0	0	0	0	0	0	0	0	0
fahişe	0	0	1	0	0	1	0	0	0	0
fail	1	0	1	1	0	1	0	1	0	0
faiz	0	0	0	0	0	0	1	0	0	0
faktör	0	0	0	0	0	0	0	0	0	0
Fakülte	0	0	0	0	0	0	1	0	0	1
fakülteler	0	0	0	0	0	0	0	0	0	0
falanj	0	0	0	1	0	0	0	0	0	1
falcı	0	0	0	0	0	0	0	0	0	0
"faliyet alani	 sahne"	0	0	0	0	0	0	0	0	0	0
fanatik	0	0	0	0	0	1	0	0	0	0
fanatizm	0	0	0	1	0	0	0	0	0	0
fandango	0	0	0	0	0	0	0	0	0	0
fani	0	0	0	0	0	0	0	0	0	0
fantezi	0	0	0	0	0	0	0	0	0	0
fantom	0	0	0	1	0	1	0	0	0	0
far	0	1	0	0	0	0	0	0	0	0
farazi	0	0	0	0	0	0	0	0	0	0
fare	0	0	0	0	0	0	0	0	0	0
farfaralık	0	0	0	0	0	0	0	0	0	0
fark	0	0	0	0	0	0	0	0	0	0
fark gözetmek	1	0	0	0	0	1	0	1	0	0
farkedilebilir	0	0	0	0	0	0	0	0	0	0
farkedilmeden	0	0	0	0	0	0	0	0	0	0
farkedilmemiş	0	0	0	0	0	0	0	0	0	0
farketmek	0	0	0	0	0	0	0	0	0	0
farkında olmadan	0	0	0	0	0	0	0	0	0	0
farklar	0	0	0	0	0	0	0	0	0	0
farklı	0	0	0	0	0	0	0	0	0	0
farklı olarak	0	0	0	0	0	0	0	0	1	0
farklılaştırma	0	0	0	0	0	0	0	0	0	0
farklılık	0	0	0	0	0	0	0	0	0	0
farklılık göstermek	0	0	0	0	0	0	0	0	0	0
farmakoloji	0	0	0	0	0	0	0	0	0	0
farmasötik	0	0	0	0	0	0	1	0	0	0
faseta	0	0	0	0	0	0	0	0	0	0
fatih	0	0	0	0	0	0	0	0	0	0
fatura	0	0	0	0	0	0	0	0	0	0
faul	1	0	1	1	0	1	0	0	0	0
fauna	0	0	0	0	0	0	0	0	0	0
favori	0	0	0	0	1	0	1	0	0	1
fay hareketi	0	0	0	0	0	0	0	0	0	0
fayans	0	0	0	0	0	0	0	0	0	0
faydacı	0	0	0	0	0	0	0	0	0	0
faydalı	0	0	0	0	1	0	1	0	0	1
faz	0	0	0	0	0	0	0	0	0	0
fazla büyüme	0	0	0	0	0	0	0	0	0	0
fazla doldurmak	0	0	0	0	0	0	0	0	0	0
fazla gelmek	0	0	0	0	0	0	0	0	0	0
Fazla hesaplamış	0	0	0	0	0	1	0	0	0	0
fazla ücret	0	0	0	0	0	0	0	0	0	0
fazla yüklemek	0	0	0	0	0	1	0	0	0	0
fazlalık	0	0	0	0	0	0	0	0	0	0
fazlasıyla	0	0	0	0	0	0	1	0	0	0
feci	1	0	0	1	0	1	0	1	0	0
federal	0	0	0	0	0	0	0	0	0	0
federasyon	0	0	0	0	0	0	0	0	0	0
felâket	0	0	0	0	0	0	0	0	0	0
felç	0	0	1	1	0	1	0	1	0	0
felçli	1	0	0	1	0	1	0	1	1	0
Felsefe	0	0	0	0	0	0	0	0	0	0
felsefi	0	0	0	0	0	0	0	0	0	0
feminist	0	0	0	0	0	0	0	0	0	0
fener	0	0	0	0	0	0	0	0	0	0
fenomen	0	0	0	0	0	0	0	0	0	0
feodal	0	0	0	0	0	1	0	0	0	0
feodalite	1	0	0	0	0	1	0	1	0	0
feragat	0	0	0	0	0	0	0	0	0	0
ferah	0	0	0	0	0	0	0	0	0	0
ferahlatıcı	0	0	0	0	0	0	1	0	0	0
feribot	0	0	0	0	0	0	0	0	0	0
ferman	0	0	0	1	0	1	0	0	0	0
fermantasyon	0	1	0	0	0	0	0	0	0	0
feryat	0	0	0	0	0	0	0	0	0	0
feshetmek	0	0	0	0	0	1	0	0	0	0
fesih	0	0	0	0	0	1	0	0	0	0
Festival	0	1	0	0	1	0	1	0	1	0
fethetmek	0	0	0	0	0	0	0	0	0	0
fetih	1	0	0	1	0	1	0	0	0	0
fetiş	0	0	0	0	0	0	0	0	0	0
fevkalade	0	0	0	0	0	0	1	0	0	0
fidanlık	0	0	0	0	0	0	0	0	0	0
fide	0	0	0	0	0	0	0	0	0	0
fidye	1	0	0	1	0	1	0	0	0	0
fiilen	0	0	0	0	0	0	0	0	0	0
fikir	0	0	0	0	0	0	0	0	0	0
fikir ayrılığı	1	0	0	1	0	1	0	1	0	0
fikir tartışması	0	0	0	0	0	0	0	0	0	0
fikirli	0	0	0	0	0	0	0	0	0	0
Fikstür	0	0	0	0	0	0	1	0	0	0
fikstürler	0	0	0	0	0	0	0	0	0	0
fil	0	0	0	0	0	0	0	0	0	0
filaman	0	0	0	0	0	0	0	0	0	0
fildişi	0	0	0	0	0	0	0	0	0	0
fileto	0	0	0	0	0	0	0	0	0	0
filigran	0	0	0	0	0	0	0	0	0	0
filika	0	0	0	0	0	0	0	0	0	0
filiz	0	0	0	0	0	0	1	0	0	0
filizlendirmek	0	0	0	0	0	0	0	0	0	0
film	0	0	0	0	0	0	0	0	0	0
filo	0	0	0	0	0	0	1	0	0	0
filogenisi	0	0	0	0	0	0	0	0	0	0
filozof	0	0	0	0	0	0	1	0	0	1
filtre	0	0	0	0	0	0	0	0	0	0
final	0	0	0	0	0	0	0	0	0	0
Fincan	0	0	0	0	0	0	0	0	0	0
fincan tabağı	0	0	0	0	0	0	0	0	0	0
firar	0	0	0	0	0	1	0	0	0	0
firari	1	0	1	1	0	1	0	1	0	1
firkateyn	0	0	0	1	0	0	0	0	0	0
firma	0	0	0	0	0	0	0	0	0	0
fiş	0	0	0	0	0	0	0	0	0	0
fişekçilik	0	0	0	0	0	0	0	0	0	0
fistül	0	0	0	0	0	0	0	0	0	0
fitil	0	0	0	0	0	0	0	0	0	0
fitilli kadife	0	0	0	0	0	0	0	0	0	0
Fitness	0	0	0	0	0	0	0	0	0	0
fiyaka	0	0	1	0	0	1	0	0	0	0
fiyasko	0	0	0	1	0	1	0	1	0	0
fiyat	0	0	0	0	0	0	0	0	0	0
fizibilite	0	0	0	0	0	0	0	0	0	0
fizik	0	0	0	0	0	0	1	0	0	0
fizikçi	0	0	0	0	0	0	0	0	0	1
fiziksel	0	0	0	0	0	0	0	0	0	0
fizyoloji	0	0	0	0	0	0	1	0	0	0
fizyon	0	0	0	0	0	0	0	0	0	0
fıçı	0	0	0	0	0	0	0	0	0	0
fıkra	0	0	0	0	0	0	0	0	0	0
Fındık	0	0	0	0	0	0	0	0	0	0
fırça	0	0	0	0	0	0	0	0	0	0
fırçalamak	0	0	0	0	0	0	0	0	0	0
fırfır	0	0	0	0	0	1	0	0	0	0
fırıldak	0	0	0	0	0	0	0	0	0	0
fırın	0	0	0	0	0	0	0	0	0	0
fırında pişirme	0	0	0	0	0	0	0	0	0	0
fırında pişirmek	0	0	0	0	0	0	0	0	0	0
fırlatmak	0	0	0	0	0	0	0	0	0	0
fırsat	0	0	0	0	0	0	0	0	0	0
fırtına	0	0	0	1	0	1	0	1	0	0
fırtınalı	1	1	0	0	1	1	1	0	0	0
fırtınası	1	0	0	0	0	0	0	0	0	0
fısıldadı	0	0	0	0	0	0	0	0	0	0
fısıltı	0	0	0	0	0	0	0	0	0	0
fışırtı	0	0	0	0	0	0	0	0	0	0
fışkırtma	0	0	0	0	0	0	0	0	0	0
fıtık	0	0	0	0	0	0	0	0	0	0
flama	0	0	0	0	0	0	0	0	0	0
flanel	0	0	0	0	0	0	0	0	0	0
flanş	0	0	0	0	0	0	0	0	0	1
flaş	0	0	0	0	0	0	0	0	0	0
floresan	0	0	0	0	0	0	0	0	0	0
flört	0	1	0	0	1	1	1	0	1	1
flört etme	0	0	0	0	0	0	0	0	0	0
floş	0	0	0	0	0	0	1	0	0	0
flüt	0	0	0	0	0	0	0	0	0	0
folikül	0	0	0	0	0	0	0	0	0	0
foliküler	0	0	0	0	0	0	0	0	0	0
folklor	0	0	0	0	0	0	0	0	0	0
folyo	0	0	0	0	0	0	0	0	0	0
folyolu	0	0	0	0	0	1	0	0	0	0
"fon	 sermaye"	0	0	0	0	0	0	0	0	0	0
fonetik	0	0	0	0	0	0	1	0	0	0
fonksiyon	0	0	0	0	0	0	0	0	0	0
fonksiyonel	0	0	0	0	0	0	0	0	0	0
fonograf	0	0	0	0	0	0	0	0	0	0
fonoloji	0	0	0	0	0	0	0	0	0	0
ford	0	0	0	0	0	0	0	0	0	0
forewarned	0	1	0	1	0	1	0	0	0	0
forking	0	0	0	0	0	0	0	0	0	0
form	0	0	0	0	0	0	0	0	0	0
formalite	0	0	0	0	0	0	0	0	0	1
formasyon	0	0	0	0	0	0	0	0	0	0
formül	0	0	0	0	0	0	1	0	0	1
formüler	0	0	0	0	0	0	0	0	0	0
forseps	0	0	0	0	0	0	0	0	0	0
forum	0	0	0	0	0	0	0	0	0	0
fosfor	0	0	0	0	0	0	0	0	0	0
fosil	0	0	0	0	0	0	0	0	0	0
fosiller	0	0	0	0	0	0	0	0	0	0
Fotoğraf	0	0	0	0	0	0	0	0	0	0
fotoğrafçı	0	0	0	0	0	0	0	0	0	0
fotoğrafçılık	0	0	0	0	0	0	0	0	0	0
fotojenik	0	0	0	0	0	0	0	0	0	0
fotokopi	0	0	0	0	0	0	0	0	0	0
fotometri	0	0	0	0	0	0	0	0	0	0
foyasını çıkarmak	0	0	0	0	0	0	0	0	0	0
fragman	0	0	0	0	0	0	0	0	0	0
fragmanı	0	0	0	0	0	0	0	0	0	0
frak	0	0	0	0	0	0	0	0	0	0
fren	0	0	0	0	0	0	0	0	0	0
frengi	0	0	0	0	0	0	0	0	0	0
fresk	0	0	0	0	0	0	0	0	0	0
fuhuş	0	0	1	0	0	1	0	1	0	0
funda	0	0	0	0	0	0	0	0	0	0
fundalık	0	0	0	0	0	0	0	0	0	0
Futbol	0	1	0	0	1	0	1	0	0	0
futbol sahası	0	0	0	0	0	0	0	0	0	0
füze	0	0	0	1	0	0	0	0	0	0
füzyon	0	0	0	0	0	0	1	0	0	0
gaby	0	0	1	0	0	1	0	0	0	0
gaddar	1	1	1	1	0	1	0	1	0	0
gaddarca	1	0	1	0	0	1	0	0	0	0
gaddarlık	1	0	1	1	0	1	0	1	0	0
gaf	0	0	0	0	0	0	0	0	0	0
gafil	0	0	0	0	0	0	0	0	0	0
gaga	0	0	0	0	0	0	0	0	0	0
gaklamak	0	0	0	0	0	0	0	0	0	0
gala	0	0	0	0	0	0	0	0	0	0
galeri	0	0	0	0	0	0	0	0	0	0
galip	0	0	0	0	1	0	1	0	0	0
galvanik	0	0	0	0	0	0	0	0	0	0
gam	0	0	0	0	0	0	0	0	0	0
gamalı haç	1	0	0	1	0	1	0	0	0	0
ganimet	0	0	0	0	0	0	0	0	0	0
garaj	0	0	0	0	0	0	0	0	0	0
garanti	0	0	0	0	0	0	1	0	0	1
Gardiyan	0	0	0	0	0	0	1	0	0	1
gardiyanlar	0	0	0	0	0	0	0	0	0	0
garip	0	0	1	1	0	1	0	0	1	0
gariplik	0	0	1	0	0	1	0	1	1	0
garnitür	0	0	0	0	0	1	0	0	0	0
Garnizon	0	0	0	0	0	0	1	0	0	1
Garson	0	0	0	0	0	0	0	0	0	0
gasp	1	0	0	1	0	1	0	0	0	0
gaspetmek	1	0	0	0	0	1	0	0	0	0
gastronomi	0	0	0	0	0	0	0	0	0	0
gayda	0	0	0	0	0	0	0	0	0	0
gaydacı	0	0	0	0	0	0	0	0	0	0
gayret	0	1	0	0	0	0	1	0	0	0
gayretli	0	0	0	0	1	0	1	0	0	1
gayri meşru	1	0	1	1	0	1	0	1	1	0
gayri resmi	0	0	0	0	0	1	0	0	0	0
gayrimenkul	0	0	0	0	0	0	0	0	0	0
gaz	0	0	0	0	0	0	0	0	0	0
gaz haline getirme	0	0	0	0	0	0	0	0	0	0
gazap	1	0	0	1	0	1	0	0	0	0
gazete	0	0	0	0	0	0	1	0	0	1
gazete bayii	0	0	0	0	0	0	0	0	0	0
gazeteci	0	0	0	0	0	0	1	0	0	0
gazetecilik	0	0	0	0	0	0	0	0	0	1
gazlı	0	0	0	0	0	0	0	0	0	0
gazlı bez	0	0	0	0	0	0	0	0	0	0
gazyağı	0	0	0	1	0	0	0	0	0	0
gebelik	0	0	0	0	0	0	0	0	0	0
gebertmek	0	0	0	0	0	0	0	0	0	0
geç	0	0	0	0	0	1	0	1	0	0
gece	0	0	0	0	0	0	0	0	0	0
Gece gündüz	0	0	0	0	0	0	0	0	0	0
gece nöbeti	0	1	0	0	0	0	0	0	0	0
gece yarısı	0	0	0	0	0	0	0	0	0	0
gecekondu	0	0	0	0	0	0	0	0	0	0
gecekonducu	0	0	0	0	0	1	0	0	0	0
geçen	0	0	0	0	0	0	0	0	0	0
geçerli	0	0	0	0	0	0	0	0	0	0
geçerlik	0	0	0	1	0	0	0	0	0	0
geçersiz	0	0	0	0	0	1	0	1	0	0
geçersiz kılma	0	0	0	0	0	1	0	0	0	0
geçersiz kılmak	0	0	0	0	0	1	0	0	0	0
geçersizlik	0	0	0	0	0	1	0	0	0	0
geçici	0	1	0	0	0	0	0	0	0	0
geçici olarak kalmak	0	0	0	0	0	0	0	0	0	0
gecikme	1	0	1	1	0	1	0	1	0	0
gecikmeli	1	1	1	0	0	1	0	1	0	0
gecikmiş	0	0	0	0	0	1	0	0	0	0
geciktirmek	0	0	1	1	0	1	0	1	0	0
geçilebilir	0	0	0	0	0	0	0	0	0	0
geçilmez	0	0	0	0	0	1	0	0	0	0
geçim	0	0	0	0	0	0	0	0	0	0
geçindirmek	0	0	0	0	0	1	0	0	0	0
geçirgen	0	0	0	0	0	0	0	0	0	0
geçirmez	1	0	0	1	0	0	0	0	0	0
geçiş	0	0	0	0	0	0	0	0	0	0
Geçiş ücreti	0	0	0	0	0	0	0	0	0	0
geçişli	0	0	0	0	0	0	0	0	0	0
geçiştirmek	0	0	0	0	0	1	0	0	0	0
geçit	0	0	0	0	0	0	0	0	0	0
geçit alayı	0	0	0	0	0	0	0	0	0	0
geçit töreni	0	1	0	1	1	1	1	0	1	0
geçmek	0	1	0	0	0	0	1	0	0	0
geçmiş	0	0	0	0	0	0	0	0	0	0
geçmiş zaman	0	0	0	0	0	0	0	0	0	0
geçmişe dönüş	0	0	0	0	0	0	0	0	0	0
geçmişe yönelik	0	0	0	0	0	0	0	0	0	0
geçmişi düşünme	0	0	0	0	0	0	0	0	0	0
gelecek	0	1	0	0	0	0	0	0	0	0
gelecek kuşaklar	0	0	0	0	0	0	0	0	0	0
gelen	0	0	0	0	0	0	0	0	0	0
gelenek	0	0	0	0	0	0	0	0	0	0
geleneksel	0	0	0	0	0	0	1	0	0	0
gelgit	0	0	0	0	0	0	0	0	0	0
gelin	0	1	0	0	1	0	1	0	0	1
gelin teli	0	0	0	0	1	0	1	0	0	0
Gelir	0	1	0	0	1	1	1	1	0	1
gelişen	0	0	0	0	0	0	0	0	0	0
gelişi	0	1	0	0	1	0	1	0	0	1
gelişigüzel	0	0	0	0	0	0	0	0	0	0
gelişme	0	0	0	0	0	0	0	0	0	0
gelişme iyilesme duzelme ilerleme	0	0	0	0	1	0	1	0	0	1
gelişmek	0	0	0	0	0	0	0	0	0	0
gelişmemiş	0	0	0	0	0	0	0	0	0	0
gelişmiş	0	0	0	0	0	0	1	0	0	0
geliştirme	0	0	0	0	0	0	1	0	0	0
geliştirmek	0	1	0	0	0	0	1	0	0	0
gelmeyen kimse	0	0	0	0	0	1	0	1	0	0
gemi	0	1	0	0	0	0	0	0	0	0
gemi bölmesi	0	0	0	0	0	0	0	0	0	0
gemi enkazı	0	0	0	1	0	1	0	1	0	0
gemi ile geçilebilir	0	1	0	0	0	0	1	0	0	0
Gemini	0	0	0	0	0	0	0	0	0	0
gemiye	0	0	0	0	0	0	0	0	0	0
genç	0	0	0	0	0	0	0	0	0	0
genç kız	0	0	0	0	0	0	0	0	0	0
gençler	0	0	0	0	0	1	1	0	0	0
gençleşmiş	0	0	0	0	0	0	1	0	0	0
gençleştirmek	0	0	0	0	0	0	1	0	0	0
Gençlik	0	0	0	0	0	0	0	0	0	0
genel	0	0	0	0	0	0	1	0	0	1
genel kurul	0	0	0	0	0	0	0	0	0	0
Genel Toplam	0	0	0	0	0	0	0	0	0	0
genelev	0	0	1	0	0	1	0	0	0	0
genelleme	0	0	0	0	0	0	0	0	0	0
genellik	0	0	0	0	0	0	0	0	0	0
genellikle	0	0	0	0	0	0	0	0	0	0
genetik	0	0	0	0	0	0	0	0	0	0
geniş	0	0	0	0	0	0	0	0	0	0
geniş ölçüde	0	0	0	0	0	0	0	0	0	0
genişleme	0	0	0	0	0	0	0	0	0	0
genişletilmiş	0	0	0	0	0	0	0	0	0	0
genişletmek	0	0	0	0	0	0	0	0	0	0
genişlik	0	0	0	0	0	0	0	0	0	0
genlik	0	0	0	0	0	0	0	0	0	0
geometri	0	0	0	0	0	0	0	0	0	0
gerçek	0	0	0	0	0	0	1	0	0	0
gerçek dışı	0	0	0	0	0	0	0	0	0	0
gerçekçi	0	0	0	0	0	0	0	0	0	0
gerçekçi olmayan	0	0	0	0	0	0	0	0	0	0
gerçekçilik	0	0	0	0	0	0	0	0	0	0
Gerçekler	0	0	0	0	0	0	1	0	0	1
gerçekleşmek	0	0	0	0	0	0	0	0	0	0
gerçekleştirmek	0	0	0	0	0	0	0	0	0	0
gerçeklik	0	0	0	0	0	0	0	0	0	0
gereçler	0	0	0	0	0	0	1	0	0	0
gerekçe	0	0	0	0	0	0	1	0	0	0
gerekli	0	0	0	0	0	0	1	0	0	0
gereklidir	0	0	0	0	0	0	0	0	0	0
gereklilik	0	0	0	0	0	0	0	0	0	0
gereksiz	0	0	1	0	0	0	0	0	0	0
gereksiz sözlerle dolu	0	0	0	0	0	0	0	0	0	0
gerektirecek	0	0	0	0	0	0	0	0	0	0
gergin	1	0	0	0	0	1	0	0	0	0
gerginlik	1	0	0	0	0	0	0	0	0	0
geri	0	0	0	0	0	0	0	0	0	0
geri alınabilir	0	0	0	0	0	0	0	0	0	0
